Identifiant de l'opération;Titre de l'opération;Titre du projet lauréat;Edition;Thématique;Direction pilote de l'opération;Type de financement de l'opération;Adresse de l'opération;Arrondissement de l'opération;Longitude;Latitude;Opération en Quartier Populaire;Quartier de l'opération;Avancement de l'opération;Date de début des études de l'opération;Date de lancement des procédures de l'opération;Date de lancement des travaux de l'opération;Date prévisonnelle de livraison de l'opération;Date d'ouverture de l'opération au public;Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet;geo_shape;geo_point_2d
3703;39 rue des Bois;Plus de bancs dans le 19e;2016;Cadre de vie;Direction de la Voirie et des Déplacements;;39 rue des bois;75019;2.3993;48.8785;oui;100;FIN;2018-01;2018-01;2018-09;2019-02;2019-02;2876;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003671;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2876&portlet_id=158;Direction de la Voirie et des Déplacements;40000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Non;FIN;2017-01;2017-05;2017-07;2018-01;2019-02;;"{""coordinates"": [2.399300000115747, 48.87849999964686], ""type"": ""Point""}";48.87849999964686, 2.399300000115747
3780;Hôtel insectes Promenade d'Australie;Hôtel aux insectes dans les jardins et parcs du 7e;2016;Environnement;Direction des Affaires Scolaires;;14 quai Branly;75007;2.2981;48.8559;non;60;FIN;2017-05;2017-06;2017-10;2017-11;2018-06;2356;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001013;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2356&portlet_id=158;Direction des Affaires Scolaires;1000;Budget participatif d’arrondissement;116 Rue de Grenelle;75007;Non;FIN;2017-05;2017-06;2017-10;2017-11;2018-06;;"{""coordinates"": [2.2980999999903573, 48.85590000034612], ""type"": ""Point""}";48.85590000034612, 2.2980999999903573
3807;Sanitaires école élémentaire GENERAL BIZOT;Des toilettes rénovées pour tous les élèves du 12e;2016;Education et jeunesse;Direction des Affaires Scolaires;;83 avenue du Général Bizot;75012;2.4035;48.8373;non;28;FIN;2016-10;2017-01;2017-07;2017-09;2017-10;2427;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003578;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2427&portlet_id=158;Direction des Affaires Scolaires;975000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2016-10;2017-01;2017-07;2017-09;2018-09;;"{""coordinates"": [2.4035000005770897, 48.837300000414295], ""type"": ""Point""}";48.837300000414295, 2.4035000005770897
3838;Sanitaires école élémentaire FAGON;Rénover les toilettes dans les écoles;2017;Education et jeunesse;Direction des Affaires Scolaires;;13 rue Fagon;75013;2.3569;48.8325;non;122;FIN;2018-01;2018-03;2018-07;2019-04;2019-04;3591;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001831;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3591&portlet_id=158;Direction des Affaires Scolaires;500000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2018-01;2018-03;2018-07;2018-09;2019-04;;"{""coordinates"": [2.356900000542951, 48.83250000003167], ""type"": ""Point""}";48.83250000003167, 2.356900000542951
3860;Réfectoire GP JEAN BOUTON;Des cantines rénovées et insonorisées pour les écoles du 12e;2017;Education et jeunesse;Direction des Affaires Scolaires;;5 rue Jean Bouton;75012;2.3767;48.8457;non;16;FIN;2018-03;2018-09;2020-07;2020-12;2020-12;3669;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002703;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3669&portlet_id=158;Direction des Affaires Scolaires;900000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2018-01;2018-03;2018-07;2018-09;2020-12;;"{""coordinates"": [2.3766999994487534, 48.84569999977476], ""type"": ""Point""}";48.84569999977476, 2.3766999994487534
3954;Pour un arrondissement « treize » accessible aux personnes handicapées,  à mobilité réduite;Pour un arrondissement « treize accessible » aux personnes en situation de handicap, à mobilité réduite;2016;Mobilités;Direction de la Voirie et des Déplacements;;rue du Jura;75013;2.356;48.8374;non;122;FIN;2016-12;2017-05;2018-02;2018-03;2018-03;2610;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003623;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2610&portlet_id=158;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2016-12;2017-05;2018-02;2018-03;2019-04;;"{""coordinates"": [2.355999999654049, 48.83739999995645], ""type"": ""Point""}";48.83739999995645, 2.355999999654049
3970;Excellents Excédents - Un véhicule propre au service de la ramasse d'invendus alimentaires;Alimentation : du gaspillage au partage;2016;Solidarités;Direction de l’Attractivité et de l’Emploi;Subvention;3, Rue de Lobau;75004;2.3531;48.85629;non;117;FIN;2017-03;2017-07;2017-07;2019-05;2019-03;2716;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003595;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2716&portlet_id=158;Direction de l’Attractivité et de l’Emploi;1500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-03;2017-07;2017-07;2017-08;2023-09;;"{""coordinates"": [2.35310000049691, 48.85629000037908], ""type"": ""Point""}";48.85629000037908, 2.35310000049691
3984;Sécurisation traversée piétonne Crèche familiale Daumesnil/Diderotr les chemins des écoles du 12e;Sécuriser les chemins des écoles du 12e;2016;Prévention et sécurité;Direction de la Voirie et des Déplacements;;42 avenue Daumesnil;75012;2.3777;48.846;non;16;FIN;2017-04;2017-05;2018-07;2018-08;2018-08;2443;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003580;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2443&portlet_id=158;Direction de la Voirie et des Déplacements;470000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2017-04;2017-05;2017-07;2017-08;2018-11;;"{""coordinates"": [2.3776999994369823, 48.84599999967889], ""type"": ""Point""}";48.84599999967889, 2.3776999994369823
3994;Coworking Robot Lab;Coworking étudiants-entrepreneurs;2014;Attractivité et emploi;Direction de l’Attractivité et de l’Emploi;;40 rue Coquillère;75001;2.3522639;48.8568475;non;117;FIN;2015-02;2015-05;2015-10;2016-08;2016-09;2106;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2106&portlet_id=158;Direction de l’Attractivité et de l’Emploi;2000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-02;2015-05;2015-07;2015-10;2017-06;;"{""coordinates"": [2.3522639001756627, 48.85684749995907], ""type"": ""Point""}";48.85684749995907, 2.3522639001756627
4099;Tennis TEP Mourlon;Plus de sport dans le 15e;2017;Sport;Direction de la Jeunesse et des Sports;;19 rue Gaston de Cavaillet;75015;2.3522639;48.8568475;non;117;FIN;2018-01;2018-05;2018-07;2018-11;2018-11;3447;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002749;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3447&portlet_id=158;Direction de la Jeunesse et des Sports;175000;Budget participatif d’arrondissement;31 Rue Peclet;75015;Non;FIN;2018-01;2018-05;2018-07;2018-08;2018-12;;"{""coordinates"": [2.3522639001756627, 48.85684749995907], ""type"": ""Point""}";48.85684749995907, 2.3522639001756627
4107;Colonne à verre enterrée - Place José Rizal (9e);Trier ses déchets au plus près;2014;Propreté;;;Place José Rizal;75009;2.3424;48.8771;non;194;FIN;2018-04;;;2018-07;2018-07;2209;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2209&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-01;2015-08;2015-07;2019-09;;"{""coordinates"": [2.3423999996168257, 48.87709999984412], ""type"": ""Point""}";48.87709999984412, 2.3423999996168257
4108;Colonne à verre enterrée Place Blanche (9e);Trier ses déchets au plus près;2014;Propreté;;;Place Blanche;75009;2.3325;48.8838;non;183;FIN;2018-04;;;2018-07;2018-07;2209;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2209&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-01;2015-08;2015-07;2019-09;;"{""coordinates"": [2.332499999707389, 48.88380000008439], ""type"": ""Point""}";48.88380000008439, 2.332499999707389
4125;Fontaine pétillante Square Séverine;Des fontaines à boire dans tout Paris;2015;Cadre de vie;Direction de la Propreté et de l’Eau;;1, Rue Dulaure;75020;2.40947;48.86647;oui;55;FIN;2016-01;;2017-01;;2017-03;1990;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1990&portlet_id=158;Direction de la Propreté et de l’Eau;2000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-01;2016-01;2016-10;2017-03;2020-07;;"{""coordinates"": [2.409470000321443, 48.86647000017369], ""type"": ""Point""}";48.86647000017369, 2.409470000321443
4126;Des fontaines à boire dans tout Paris Fontaine Borne 033;Des fontaines à boire dans tout Paris;2015;Cadre de vie;Direction de la Propreté et de l’Eau;;Place Renée Vivien;75003;2.357;48.8618;non;198;FIN;2016-01;2016-01;2017-02;2017-03;2017-03;1990;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1990&portlet_id=158;Direction de la Propreté et de l’Eau;2000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-01;2016-01;2016-10;2017-03;2020-07;;"{""coordinates"": [2.356999999592228, 48.86180000042825], ""type"": ""Point""}";48.86180000042825, 2.356999999592228
4130;Des fontaines à boire dans tout Paris Fontaine Arceau 037;Des fontaines à boire dans tout Paris;2015;Cadre de vie;Direction de la Propreté et de l’Eau;;59, Rue de Maubeuge;75009;2.34803;48.87933;non;180;FIN;2016-04;;2017-06;;2017-07;1990;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1990&portlet_id=158;Direction de la Propreté et de l’Eau;2000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-01;2016-01;2016-10;2017-03;2020-07;;"{""coordinates"": [2.3480300004973187, 48.879330000426854], ""type"": ""Point""}";48.879330000426854, 2.3480300004973187
4132;Des fontaines à boire dans tout Paris Fontaine Arceau 039;Des fontaines à boire dans tout Paris;2015;Cadre de vie;Direction de la Propreté et de l’Eau;;5, Quai André Citroën;75015;2.28159;48.84882;non;50;FIN;2016-04;;2017-07;;2017-08;1990;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1990&portlet_id=158;Direction de la Propreté et de l’Eau;2000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2016-01;2016-01;2016-10;2017-03;2020-07;;"{""coordinates"": [2.2815900004955285, 48.84882000023724], ""type"": ""Point""}";48.84882000023724, 2.2815900004955285
4161;Espaces de travail publics - La Permanence;Espaces de travail publics;2016;Education et jeunesse;Direction de l’Attractivité et de l’Emploi;Subvention;52, Rue Marcadet;75018;2.3503;48.89061;oui;57;FIN;2018-06;2018-07;2019-04;2019-09;2019-09;2953;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003356;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2953&portlet_id=158;Direction de l’Attractivité et de l’Emploi;2300000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;LIVRAISON;2017-05;2018-03;2018-07;2018-09;;;"{""coordinates"": [2.350300000608693, 48.890609999627216], ""type"": ""Point""}";48.890609999627216, 2.350300000608693
4178;Du vert pour le 13e /3-Installer 15 pots géants sur 3 sites à différents endroits du quartier Masséna-Jeanne d’Arc en lien avec le Conseil de quartier;Du vert pour le 13e;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;73, rue du Château des Rentiers;75013;2.369;48.8263;non;189;ABANDONNÉ;2018-05;;;;;2608;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003621;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2608&portlet_id=158;Direction des Espaces Verts et de l’Environnement;292000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;LIVRAISON;2016-10;2018-04;2018-11;2019-05;;;"{""coordinates"": [2.36899999987812, 48.82630000035427], ""type"": ""Point""}";48.82630000035427, 2.36899999987812
4187;Rue aux enfants - Rue Stanislas 6e;;2014;Cadre de vie;Direction de la Voirie et des Déplacements;;rue Stanislas;75006;2.3283;48.8439;non;86;FIN;2018-05;;;2018-06;2018-06;2204;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2204&portlet_id=158;Direction de la Voirie et des Déplacements;1500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-07;2018-04;2018-01;2018-06;2020-02;;"{""coordinates"": [2.328299999899696, 48.84389999955305], ""type"": ""Point""}";48.84389999955305, 2.328299999899696
4200;Rue aux enfants - Passage Rebière 17e;;2014;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue Pierre Rebière;75017;2.3185;48.8975;oui;51;FIN;2018-05;2018-05;2019-02;2019-07;2019-07;2204;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2204&portlet_id=158;Direction de la Voirie et des Déplacements;1500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-07;2018-04;2018-01;2018-06;2020-02;;"{""coordinates"": [2.3184999998292377, 48.897499999975494], ""type"": ""Point""}";48.897499999975494, 2.3184999998292377
4213;Quartier Soleil;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;13, Rue Louis Loucheur;75017;2.325086;48.898432;oui;51;FIN;2017-01;2017-01;;;2018-06;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.3250859993323196, 48.89843199969214], ""type"": ""Point""}";48.89843199969214, 2.3250859993323196
4214;Ecoute Interculturelle dans un Dispostif Inter Psy (EIDIP);Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;;20 rue Tchaikovski;75018;2.3651;48.8952;oui;37;FIN;2017-07;2017-07;;;2017-07;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.3651000003569496, 48.895200000164124], ""type"": ""Point""}";48.895200000164124, 2.3651000003569496
4216;Lucarne;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;39 rue Joseph Python;75020;2.4126;48.8641;oui;55;FIN;2017-05;2017-05;2017-07;2017-07;2017-07;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.4126000001015826, 48.864100000176116], ""type"": ""Point""}";48.864100000176116, 2.4126000001015826
4241;CQFD;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;3 rue louis loucheur;75017;2.3259;48.8979;oui;51;FIN;2017-09;2017-09;2017-12;2017-07;2018-03;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.3258999996914205, 48.89789999964999], ""type"": ""Point""}";48.89789999964999, 2.3258999996914205
4251;MACAO écritures - EVS l'Escale;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;83 rue de l'Amiral Mouchez;75013;2.344;48.8205;oui;187;FIN;2018-05;2018-05;2018-10;2018-11;2018-11;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.344000000011796, 48.82049999991626], ""type"": ""Point""}";48.82049999991626, 2.344000000011796
4261;Crescendo - Maison du Bas Belleville;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;Subvention;5 rue de Tourtille;75020;2.3816;48.8705;oui;30;FIN;2018-07;2018-07;2018-09;2019-06;2019-09;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.3815999999624236, 48.870499999720735], ""type"": ""Point""}";48.870499999720735, 2.3815999999624236
